asin,brand,title,,,rating,review,totalReviews,prices
B07CGFWF2G,HUAWEI,Modem 3G H+ GSM Huawei Unlocked USB 43 Mbps (3G AT&T and T-Mobile in the USA 3G worldwide) H+ E3251 Latin & Caribbean Bands 850/1900 mhz BAM,,,4,Battery keeps running down not charging pass 60%,1,$22.99 
B07CGMQDXW,Apple,"Apple iPhone 8 Plus, 64GB, Space Gray - For Verizon (Renewed)",,,4.6,"It was slow, but worked fine. However after only 2 weeks it wouldn't charge. After diagonosis, it was charging port that was defective and could not be repaired. May be just this one i received. I ended up returning the phone.",25,$557.99 
B07CH2FZW5,Samsung,Samsung Galaxy J3 (2016) J320V Verizon CDMA 4G LTE Quad-Core Phone w/ 8MP Camera- Black (Renewed),,,4.7,"It was advertised as being unlocked and compatible with AT&T- It didn't work with my sim card and when I took it into the AT&T store they tried there and weren't able to get it to work either, so I had to return it. Frustrating experience.",4,$83.99 
B07CHW5KMY,Motorola,"Motorola Moto G6 (32GB, 3GB RAM) Dual SIM 5.7"" 4G LTE (GSM Only) Factory Unlocked Smartphone International Model XT1925-2 (Deep Indigo)",,,3.8,"Worst phone I have ever bought haven't had it more then a month or two and it freezes, resets to factory on its own, glitches to black screens, and tries to load pages I haven't even asked it to load, it charges so slow and the battery life sucks horribly, it launches a Justin beiber song randomly that hangs up your phone calls, and won't stay locked, snaps countless pictures and videos randomly in your pocket even while having a password lock on it, I absolutely hate this phone and regret buying two of them, the one I bought my girlfriend didn't work from the moment I bought it, DO NOT BUY THIS PHONE!!!",145,"$129.60,$129.99"
B07CHWMYHP,Motorola,"Motorola Moto G6 Plus - 64GB - 5.9"" FHD+, Dual SIM 4G LTE GSM Factory Unlocked Smartphone International Model XT1926-7 (Deep Indigo)",,,4.1,volume not loud,188,"$191.05,$191.43"
B07CJ7DLHL,ASUS,ASUS ZenFone 5Q (ZC600KL-S630-4G-64G-BK) - 6??FHD 2160x1080 display - Quad-camera - 4GB RAM - 64GB storage - LTE Unlocked Dual SIM Cell Phone - US Warranty - Black,,,3.4,I don't know about other phone carriers but this phone does not work with T-Mobile. Calls out and calls coming in work maybe 1/10 times. The signal is terrible. Sad I can't use it when it's such a pretty phone. Will be returning this phone.,76,"$199.00,$299.00"
B07CJQKKYW,Samsung,Samsung Galaxy Note 5 SM-N920T 32GB T-Mobile GSM Unlocked - Sapphire Black (Renewed),,,2.4,Didn't work when it arrived! So I returned it! What a waste,5,"$169.00,$299.99"
B07CLT3BDN,ASUS,ASUS ZenFone 5Z (ZS620KL-S845-6G64G) - 6.2??FHD+ 2160x1080 display - 6GB RAM - 64GB storage - LTE Unlocked Dual SIM Cell Phone - US Warranty - Midnight Blue,,,4.2,OK so far,79,"$349.00,$499.00"
B07CLWGC3T,ASUS,ASUS ZenFone 5Z (ZS620KL-S845-6G64G) - 6.2??FHD+ 2160x1080 display - 6GB RAM - 64GB storage - LTE Unlocked Dual SIM Cell Phone - US Warranty - Meteor Silver,,,3.9,"This is an amazing phone. I purchased the 6in for myself, and came back a week later, and bought the 5in for a friend. We are both really impressed with this phone. It is super easy to us,e and really sharp looking. I am not interested in paying hundreds, if not a thousand dollars for ANY PHONE! This has all of the functions anyone could ever need. I highly recommend this phone. The price is amazing, and its free shipping. My only con would be, it is a prime item, and it took 8 days to get to me...from the Midwest. I also don't really like the unverified purchase reviews given from obvious plants. I imagine they are ""given the phones in exchange for a review"", but are not actual purchases. I think this cheapens the integrity of the seller. This phone is high enough quality that it will speak for itself. The phone earned two, 5 star reviews from us, but the cheesiness of the planted reviews actually gives it a 2-3 star review. I would buy this phone again if something happened to the one I have. Thank you Amazon for providing such good products.",27,"$359.00,$499.00"
B07CM54RY8,ASUS,ASUS ZenFone Max M1 (ZB555KL-S425-2G16G-BK) - 5.5??HD+ 2GB RAM 16GB storage LTE Unlocked Dual SIM Cell phone - US Warranty - Deepsea Black,,,2.1,Like phone its nice for price sometimes it get a little to hot only thing I didn't like is that it went to factory mode for a day didn't work bit other then that phone was great for price,6,
B07CMMGLL3,HUAWEI,Huawei P20 Pro (CLT-L29) 6GB / 128GB 6.1-inches LTE Dual SIM Factory Unlocked - International Stock No Warranty (Midnight Blue),,,4.3,So to be put to use by the beneficiary,67,$454.49 
B07CQ28D33,Samsung,Samsung Galaxy S7 G930P 32GB Prepaid Boost Mobile - Black Onyx (Renewed),,,3.8,Attractive phone but did not work upon arrival. I would not recommend.,13,$195.95 
B07CT1NTW1,Apple,Apple iPhone 6 16GB Unlocked GSM Phone - Space Gray (Renewed),,,3,"This phone works well as how it supposed to be.It has everything you need to make life easier.Its very easy to use,I can surf the Internet fast,listen to music,take photos and videos and many more.The camera is great for taking photos and videos it's pretty clear and it is dual,front and back camera.The sound quality is not that loud but it's not too low either.However it has a Bluetooth so you can just pair it to any Bluetooth speaker if you want to listen to loud music.This phone is enough for your needs compare to the higher prices phones.It is user friendly with a beautiful LCD display.And the best thing is that it's Unlocked,and can put two sim cards(standard sim & micro sim)great phone when traveling to different country.Its also comes with everything,you don't need to purchase the accessories.It comes with:-USB Cable charger-Wall charger-screen protector-clear flexible rubber case-user manualOverall it's a great phone with great features.Recommended.I'm glad to test this for my honest and unbiased feedback and all opinion is mine and it's based of my experienced on the product.",15,$105.00 
B07CT4JC7J,Google,Google Pixel 2 XL 64GB Smartphone - Verizon - Just Black (Renewed),,,4.1," The phone is an unlocked phone and the support network of the phone is 3G (WCDMA 850/2100) and 2G Quad Band(GSM 850/900/1800/1900) network ,If you have to buy a sim card buy the GSM/WCDMA SIM card. Do not buy the CDMA SIM card from them.The support language of the phone is English, Bahasa Indonesia, Bahasa Malaya, Burmese, Cestina, Deutsch, Espanola, French, Italiano, Nederland's, Portuguese, Vietnamese, Turkish, Greek, Russian, Hebrew, Arabic, Persian, Thai, Simplified/Traditional Chinese.If your service support those network, and those language, you can use this phone.It supports two different sims cards and a memory card I put a 64 gig memory card in it and it supported it.The internet on this phone is just as fast as 4g I was very impressed with the speed of the phone and clarity.The phone is very well made and durable you will not be disappointed with this phone.I received this phone at no cost/free to test it and try it out in exchange for my honest and unbiased opinion/review of the Juning cell phone.",20,$288.99 
B07D4S6KF6,Samsung,Samsung Galaxy S9 [AT&T] GSM Unlocked Smartphone - Midnight Black,,,3.5,Cheap-- I am sending it back..,7,
B07D6TCG98,Apple,"Apple iPhone 8, 64GB, Gold - For AT&T (Renewed)",,,4,I bought this to replace my samsung galaxy s3 and this phone has went above an beyond my expectations. It works the same if not better than my Samsung did for more than half the price. I would def purchase again,1,$299.95 
B07D856BVR,Xiaomi,"Xiaomi Redmi Note 5 64GB Dual Sim, Dual Camera 4GB RAM, 5.99"", GSM Unlocked, No Warranty (Gold)",,,4.3,"My niece is 15 and so hard on phones, my sister has spent a ton of money replacing phones because at 15 years old the right phone matters. I was given the opportunity to try out the Juning 5"" Android phone and passed it along to my niece because I knew it would be perfect for her.Starting with the obvious looks. Just by looks alone, it's amazing. It's Pink and that is something so different than the average phone you can get with a major carrier. It easily resembles a Samsung in size and button placement so she doesn't look ""uncool"" and the screen is BIG which is important as we all know.The phone easily connected to my homes wifi for set up and I was more than impressed with the speed of it. The quad core is very compatible to my iPhone 6s Plus but without the $750 price tag. It is up to date on android and had many features that my niece was looking for including a front facing camera for those snapchat selfies. There is plenty of space to download other apps from the Google play store once you get yourself set up too.It is a dual sim phone but my niece doesn't travel out of the country though if that's of importance to you having that extra SIM card port is amazing.**3G (WCDMA 850/2100) 2G Quad Band (GSM 850/900/1800/1900) **That is the specifics as far as what the phone is compatible with. We have T-Mobile and it worked with no issues or lag straight away when we popped her SIM card in. Keep in mind this is at 3G and 2G speeds, it is in no way compatible with 4G or 4G LTE services but as we all know, most companies throttle our data to 2G after just a few gb and I hardly notice at all. I honestly noticed no lag at all in this phone at 3G or 2G speeds.The phones comes with a charger, earbuds, screen protector and a silicone case. I tried a Samsung lightening charger I had around the house but it didn't fast charge the phone. The ear buds are pretty meh.. Nothing amazing and the silicone case is better than nothing. My niece likes it because it is clear and shows off that she has a very unique pink phone. It seems like it provides better protection than none but I'm not sure where to find others since this is kind of a newer brand of phone.Overall, I'd say this is a great phone. It performs great and. For the price, you really can't beat all the kick you get in this Android phone. I'm an iPhone lover but my son is wanting one of these Junings for himself now too and they come in a variety of colors so maybe we will give it another go.I did receive this item for free in exchange for my unbiased review however that did not influence my opinion in any way.",442,"$162.50,$249.99"
B07D9TTLZG,OnePlus,OnePlus Factory Unlocked Phone - 6.28" Screen - 64GB - Mirror Black,,,1,"This is a good wireless type of phone, the price is really cheap but the quality is good.This phone is already had the latest android system 5.1 lollipop.I don't need lots of specs on a phone, I'm not that tech on the phone.But in my end, I do like most phone work longer, easy to use, work as a friendly user.Anyway, one of the reasons why I have this phone, it's an unlocked phone, this phone can activate on a prepaid wireless network of your choice you can use either the regular sim card or the micro sim. The additional advantage is that you can use the phone in any country if you are into travel, this can be a helpful way to avoid roaming charges.Please watch my video.I received this product with a discount in exchanged for an honest and unbiased review.The reseller is not responsible for my opinion. '",1,$520.22 
B07DD71K4D,Nokia,Nokia 3.1 - Android 9.0 Pie - 16 GB - Dual SIM Unlocked Smartphone (AT&T/T-Mobile/MetroPCS/Cricket/Mint) - 5.2" Screen - White - U.S. Warranty,,,3.8," 5.0"" Phones Unlocked Android 5.1 MTK6580 Quad Core ROM 4GB 5.0MP Camera Dual Sim Quadband-JUNING GSM/3GCellphone Gold I am official a fan of Juning Phone. Not because i got in a special prize but this phone is really awesome! you wont regret having this phone. It functions like a a branded phone and really gives you a good use. the features of the phone are same like the branded phone we have. what i like most about this phone is there camera. the camera is really special and very clear once you capture a picture. another thing special about it, if you're a selfie addict like me you will definitely loved there camera. they have this feature in the camera that when you smile, the camera will automatically capture the image without touching the button! it is really cool! i was consume with it for an hour taking pictures of myself! when i first got the phone i only charged it for 2-3 hours and after that i used it, the battery last long. which is really good. Plus inside the box, it includes charger, headsets, a phone protector and screen protector. which is really cool! the screen is very wide. i enjoyed watching some movies and videos there. one thing i wanted to improve there is the phone storage. i hope it is more. but one thing another good about is you can extend the memory of your phone by putting a memory card on it. I really love this phone so much! i recommend this phone to all because it is really cool! it can be considered the best and be included in the branded phone that we have. you will not regret buying this phone because it is really awesome. i receive this product for free in exchange for my honest review.",119,$109.95 
B07DDBQ67F,Nokia,Nokia 3.1 - Android 9.0 Pie - 16 GB - Dual SIM Unlocked Smartphone (AT&T/T-Mobile/MetroPCS/Cricket/Mint) - 5.2" Screen - Black - U.S. Warranty,,,3.8,Just received phone... Phone will not power on or take a charge?,119,$146.48 
B07DF8MFT3,Samsung,"SAMSUNG GALAXY A6+(2018) SM-A605GN/DS DUAL SIM 6.0"" HD+ 32 GB 3 GB RAM Octa-Core 64 bit, 4G LTE 16MP+ 5MP Dual Rear Camera -Fingerprint -Factory Unlocked -International Version -No Warranty (Lavender)",,,4,Battery keeps running down not charging pass 60%,22,$239.95 
B07DFPGZ6N,Samsung,Samsung Galaxy S8 Active SM-G892U 64GB Meteor Gray - T-Mobile Unlocked (Renewed),,,3,"It was slow, but worked fine. However after only 2 weeks it wouldn't charge. After diagonosis, it was charging port that was defective and could not be repaired. May be just this one i received. I ended up returning the phone.",1,$312.94 
B07DP4V5PX,Samsung,Samsung Galaxy S8+ Plus 64GB Sprint (Certified Refurbished) (Coral Blue),,,3.8,"It was advertised as being unlocked and compatible with AT&T- It didn't work with my sim card and when I took it into the AT&T store they tried there and weren't able to get it to work either, so I had to return it. Frustrating experience.",4,$304.95 
B07DVV3BJY,Apple,"Apple iPhone 5S, GSM Unlocked, 16GB - Silver (Renewed)",,,3.2,"Worst phone I have ever bought haven't had it more then a month or two and it freezes, resets to factory on its own, glitches to black screens, and tries to load pages I haven't even asked it to load, it charges so slow and the battery life sucks horribly, it launches a Justin beiber song randomly that hangs up your phone calls, and won't stay locked, snaps countless pictures and videos randomly in your pocket even while having a password lock on it, I absolutely hate this phone and regret buying two of them, the one I bought my girlfriend didn't work from the moment I bought it, DO NOT BUY THIS PHONE!!!",65,$84.99 
B07DW9XMQC,ASUS,ASUS ZenFone Max Plus (ZB570) - 5.7??1920x1080-3GB RAM - 32GB storage - LTE Unlocked Dual SIM Cell Phone - US Warranty - Black (Renewed),,,4.1,volume not loud,23,$129.95 
B07DXJR9T5,Motorola,Verizon Prepaid Motorola Moto G6 Play MOTXT19226PP with 16GB Memory 5.7 IPS TouchScreen Fingerprint Android 8.0 Oreo OS Prepaid Cell Phone - Carrier Locked to Verizon Prepaid,,,3.7,I don't know about other phone carriers but this phone does not work with T-Mobile. Calls out and calls coming in work maybe 1/10 times. The signal is terrible. Sad I can't use it when it's such a pretty phone. Will be returning this phone.,5,
B07DXPLJB2,Motorola,"Boost Mobile MOTO G6 Play with 5.7 IPS touch screen fingerprint 16GB Memory Android 8.0 Oreo OS Prepaid Cell Phone, Carrier Locked to Boost Mobile",,,3.4,Didn't work when it arrived! So I returned it! What a waste,9,$139.95 
B07DY25LDW,Samsung,Samsung Galaxy Note 8 64GB Verizon + GSM Unlocked (Midnight Black) (Renewed),,,4.5,OK so far,15,$332.99 
B07DZZKBBL,Samsung,Samsung J8 Infinity 4G LTE Unlocked SM-J810G/DS 64GB + 4GB Ram Dual Rear Camera Fingerprint 6.0 International Version N/Warranty (Blue),,,3.4,"This is an amazing phone. I purchased the 6in for myself, and came back a week later, and bought the 5in for a friend. We are both really impressed with this phone. It is super easy to us,e and really sharp looking. I am not interested in paying hundreds, if not a thousand dollars for ANY PHONE! This has all of the functions anyone could ever need. I highly recommend this phone. The price is amazing, and its free shipping. My only con would be, it is a prime item, and it took 8 days to get to me...from the Midwest. I also don't really like the unverified purchase reviews given from obvious plants. I imagine they are ""given the phones in exchange for a review"", but are not actual purchases. I think this cheapens the integrity of the seller. This phone is high enough quality that it will speak for itself. The phone earned two, 5 star reviews from us, but the cheesiness of the planted reviews actually gives it a 2-3 star review. I would buy this phone again if something happened to the one I have. Thank you Amazon for providing such good products.",6,$231.99 
B07F2RX25J,HUAWEI,Huawei Y5 2018 DRA-L23 DUAL SIM FullView Display 5.45" 4G LTE Quad Core 16GB 8MP Smartphone Factory Unlocked Android GO (International Version- No Warranty) (Black),,,3.5,It was okay but the screen cracked after having it for 1 day,24,$96.54 
B07F3YGL26,Xiaomi,"Xiaomi Redmi S2 (32GB 3GB RAM) with AI Smart Selfie & Dual Rear Cameras,5.99""Display,Dual SIM Unlocked,Global Version,No Warranty (Gold)",,,5," I am so glad technology has evolved so much. From walkie talkie to a smartphone. It's such a huge leap, right? And I'm thankful to all the genius behind the creation of this technology because it has definitely made my life easier. I can still live without a smartphone but life won't ever be the same again.And talking about smartphones, I got the Juning T5 smartphone. It is an unlocked android 5.1 lollipop phone with a 5.5 inch screen size. It has all the features of a regular smartphone camera/video, sound recorder, calendar, clock, music, email, fm radio, flashlight, etc. And for full specifications, here's the linkhttps://www.amazon.com/gp/aw/d/B01GYUDMFY/ref=ya_aw_od_pi?ie=UTF8&psc=1This is a very cool phone because of the screen resolution which is very clear. The touch screen response time is very fast too. The camera, video and sound work very well. And since this is already unlocked, you can just choose whatever carrier you want and buy a sim from them and use it on this phone and it will work without issues. Just make sure to buy the GSM/WCDMA SIM card.One of my favorite features of this phone is the smartwake feature. You just have to tap the screen and it will turn the screen on. I also like the fact that the screen size is big enough to see pictures and videos clearly or read texts without difficulty.There are many emerging new smartphones in the market nowadays but Juning smartphones are highly competitive in terms of size, features and especially price.So if you are looking for a trustworthy brand, look at Juning smartphones' direction sold by Qianhai Changying. They have plenty of models to choose from. And this particular model, the Juning T5 has a very good value for the money. It's yours for only $77.99.I got this product for free in exchanged for my honest review.",1,$155.00 
B07FKD3H9Q,Apple,"Apple iPad mini 4 (32GB, Wi-Fi + Cellular, Space Gray) (Renewed)",,,5," I am so happy that I got this phone because it carries a lot of cool phone features that i really like. It has 5.5 inches display size which i think is a perfect phone size...It is a half inch bigger than my other phone but yet the weight is just the same and i find it quit good because i still can carry it where ever i go and with the bigger screen size i can totally see every thing clear...I like that it is unlocked and has dual sim card and a memory card slots you can use a regular sim size and a micro sim card i find it very nice because if you go to other country you can just bring this phone and use it right away you just need to get a GSM sim card if your here in the US GSM sim card includes t-mobile, AT&T, cricket, straight talk and sprint how cool is that...This phone's support network's 2G and 3G it does not support 4G which is alright with me...This phone has four available color to choose from there is black, gold, pink and white for you to have. It is up to you what color do you like to get. Plus this phone has a built in wifi, blue tooth, tethering and portable hot spots so no need for us to worry on how to connect to the internet if we are on the go..I was amazed with this phone it does exceeds my expectation especially when i tried using the camera it really amazes me how clear and how nice the pictures are plus the volume of this phone is very good I cannot ask for more I am very happy and so glad that i ordered and got this phone for myself...For under a hundred dollar price this phone is a very good bargain for you guys..So far so good, for now i do not have any complains about this product I will totally recommend this product to my friends and family because this phone is real nice...I received this product for free in exchange of my honest and unbiased review. I am not affiliated with this company and having this phone for free did not change or affect my thoughts about this product.",3,$267.71 
B07FKWT3JP,Sony,Sony Xperia XA1 Plus G3423 LTE 5.5" 32GB Factory Unlocked Smartphone International Model - (Gold),,,4,I bought this phone to use on traveling to Africa. It works great. I got a lot of compliments on it. Will buy again.,1,$198.99 
B07FMD7MRX,Motorola,"Motorola Moto G6 Play 16GB - 5.7"" 4G LTE Unlocked Smartphone, US Version, XT1922-9 (Deep Indigo)",,,2,I've read the reviews and they are pretty straight forward but this phone may be good on price but the aggravation is greater it freezes and langs to the point it shut off and the speakers are just ruined can't ever understand one word due to the static. Missing parts no charger nor any screen protectors but that not all upper top screen is non responsive . I really didn't think this phone would be a pile of junk VERY DISSAPPOINTED.!!!!?,4,
B07FMFK1Q9,Samsung,Samsung Galaxy S7 Edge 32GB SM-G935T Unlocked GSM 4G LTE Android Smartphone (Renewed),,,3.9,"So far my son thinks it's a great phone,,",17,$210.99 
B07FMHBMRJ,Samsung,Samsung Galaxy S7 Edge 32GB SM-G935T Unlocked GSM 4G LTE Android Smartphone (Renewed),,,2," I love the sleek feel and classy design. I have the white color and it is just beautiful. I will definitely have to keep a cover on this though. It is very sensitive to fingerprints. Not a big deal to me, as I generally interchange several covers regularly anyway.What I also like the most of this phone is, it's is dual sim, it means I can use two SIM cards at the same time. Also, the screen is very well responsive and the picture/video quality is excellent! It has a big viewing screen...resolution is great, it's thin, relatively lightweight, very well made, quality construction. Camera is excellent, it's very easy to use. Battery life is good, charges quickly. Overall, it's very nice product for the price and very well made. I would highly recommend this product.Package includes:1x Cellphone1x Battery1x USB Cable1x Charger1x EarphoneI receive this product at discounted price in exchange for my honest review and they are 100% my own opinions. I received no compensation for this review and I am not required to give a good review. I am also not associated with the seller.",6,$189.99 
B07FMPVBQR,Xiaomi,"Xiaomi Mi A2 64GB + 4GB RAM, Dual Camera, LTE AndroidOne Smartphone - International Global Version (Rose Gold) (Black)",,,4.2,This phone does not stay charge as well as it just started messing up and i had just ordered it. This is the most issue i ever had out of phone.,370,$160.00 
B07FMZ9CMZ,Motorola,"Motorola Moto E5 Plus XT1924-4 16GB, 6"", Dual Sim, 2GB RAM, GSM Unlocked International Model, No Warranty (Grey)",,,4,"I love this phone if I could buy another one, I would definitely buy it.",22,"$129.99,$199.99"
B07FRWH1R3,Apple,"Apple iPhone 8 Plus, 64GB, Red - For AT&T / T-Mobile (Renewed)",,,4.2,"Eye candy, this phone is hand candy. Must see in person to appreciate the beauty of this phone. I love all the phone functioning, the volume button. I love the phone case. I love the design of the phone it's sleek and slim. It fits easily in my purse and comes with a screen protector. It comes with a jelly phone case. It pairs great with my Bluetooth speaker. I love that it connects well with my WiFi. It gives a clean crisp screen every-time. The phone looks like it costs about five hundred dollars but it's affordable. I love the color pink. Its a new brand to me but a great brand if your looking for something high end but at a low price, JUNING is your brand. Its a quality product. I love that the phone gives me freedom to access my facebook page, twitter, instagram, and any other social network I might be signed up to. Most of all gives me the freedom to talk has clear sound, no dropped calls. I got this product free or discounted price to do an unbiased honest review that don't affect how I feel about this product. Love It.",60,
B07FS3RNFJ,Samsung,Samsung J737T Galaxy J7 Star (2018) Unlocked 32GB (Carrier Packaging),,,4,"I am very satisfied with this phone because of the amazing features it offers. With the price of $77.99, you can never go wrong with this phone. It has cool features that's similar to those popular and expensive brand of phones. It's great not having to spend a lot to be satisfied by such product and this Juning 5.5 Android unlocked phone has exceeded my expectation. Pretty impressive!It's almost the same size as the iPhone 6 Plus and it's very slim, so it is not bulky if you want to put this in your pocket. Indeed a pocket-friendly phone. The phone itself is user friendly, which means it is very easy to use and does not contain features that is hard and complicated to use or operate. Simply amazing! It is an unlocked dual sim smart phone, so it is really perfect for us to use any GSM simcard that we want and we can use this phone as back up phone as well whenever we want to travel to another country.One of my favorite features of this phone is the voice search which is very similar to Siri app in iPhones. Very convenient feature! You don't have to type what you want to search just in case you feel lazy and tired. You just press the voice search, say what you want to search and voila! it will automatically give you the results of what you've been searching for.This phone has satisfied me in many ways. For a budget friendly phone like this, there's no regret. I am indeed very happy. Highly recommended!I received this phone for free in exchange for my honest review and opinion. This review is entirely unbiased and is not dependent that I got this item for free. I hope you find my review helpful.",131,$159.72 
B07FXRR28W,Samsung,Samsung Galaxy Note 5 SM-N920T 32GB Platinum Gold - T-Mobile,,,4.2," I am so impressed with this T5 model unlocked phone from JUNING. Impressive, why? Getting an android phone for $77.99 is awesome, with all the great features that other expensive phone have and it works great with our wifi connections and also works great while using my GSM sim card. Works smoothly and fast because of the processor unit that is quad core which is the fastest CPU that can be found on expensive smartphones and has an android 5.1 that provides a performance and stability updates, multiple SIM card support, HD voice calling and ""Device Protection,"" which secures lost or stolen devices against factory resets. It has a dual unlocked sim, which is great for a person like me, I have a small business and my business phone number is always separated to my personal number, mostly I will not talk to customers on weekends so that I can spare time with my family. Another thing is, because it’s unlocked, it can be use or compatible to all gsm networks and works great while traveling to different places.Talking about the camera, I am surprisingly amazed even though it’s only has 2.0 MP both front and back but it’s really clear, it seems that it has a 5.0 MP same as my camera before with 5.0 MP. Watching a video and listening to music to it, are totally responsive without any hang ups experience, the audio is totally clear and loud. Last but not the least that I love the most, is the wide touch screen that I didn’t have before, the screen is wide and crisp with a decent resolution and most of all it is slim, thin and lightweight and a slick product, so fast to response with only a soft touch. It is really impressive and very affordable to everyone. I’ve been using this as my regular phone for a couple of days now and I really love the way it works and the appearance on this phone is very classy and so handy. As you can see on the images below the back cover has rough surface with a good grip to prevent you from dropping it. The package includes: T5 model phone, Battery, USB Cable, Power adapter and earphone. This phone has 4 color options to choose from, Black, gold, pink and white. Indeed, Impressive worth to keep and handle with care. Highly recommended to everyone who's searching a affordable phone that works great. Thank you JUNING for this awesome product. I got this for free/discounted price through a promotional period and this is one of those deals where I am so blessed to get and test the efficiency and assess it for their future buyers. This will make it easier for others to find this review so they may be helped as well. I don’t get anything from it, but I get a good feeling that I helped someone. I am in no way required by the seller to leave positive remarks about their product. Thank you for taking the time to read my review.",8,
B07FZHHQB8,Samsung,"Samsung Galaxy Note 9 Factory Unlocked Phone with 6.4"" Screen and 512GB (U.S. Warranty), Ocean Blue",,,4.1," I am so glad technology has evolved so much. From walkie talkie to a smartphone. It's such a huge leap, right? And I'm thankful to all the genius behind the creation of this technology because it has definitely made my life easier. I can still live without a smartphone but life won't ever be the same again.And talking about smartphones, I got the Juning T5 smartphone. It is an unlocked android 5.1 lollipop phone with a 5.5 inch screen size. It has all the features of a regular smartphone camera/video, sound recorder, calendar, clock, music, email, fm radio, flashlight, etc. And for full specifications, here's the linkhttps://www.amazon.com/gp/aw/d/B01GYUDMFY/ref=ya_aw_od_pi?ie=UTF8&psc=1This is a very cool phone because of the screen resolution which is very clear. The touch screen response time is very fast too. The camera, video and sound work very well. And since this is already unlocked, you can just choose whatever carrier you want and buy a sim from them and use it on this phone and it will work without issues. Just make sure to buy the GSM/WCDMA SIM card.One of my favorite features of this phone is the smartwake feature. You just have to tap the screen and it will turn the screen on. I also like the fact that the screen size is big enough to see pictures and videos clearly or read texts without difficulty.There are many emerging new smartphones in the market nowadays but Juning smartphones are highly competitive in terms of size, features and especially price.So if you are looking for a trustworthy brand, look at Juning smartphones' direction sold by Qianhai Changying. They have plenty of models to choose from. And this particular model, the Juning T5 has a very good value for the money. It's yours for only $77.99.I got this product for free in exchanged for my honest review.",742,"$1,149.99,$1,249.99"
B07G2S7CT3,HUAWEI,"Huawei Honor 7A 16GB, Dual SIM, 2GB RAM, 5.7"" LTE Factory Unlocked Smartphone - International Version (Black)",,,3.7," I am so happy that I got this phone because it carries a lot of cool phone features that i really like. It has 5.5 inches display size which i think is a perfect phone size...It is a half inch bigger than my other phone but yet the weight is just the same and i find it quit good because i still can carry it where ever i go and with the bigger screen size i can totally see every thing clear...I like that it is unlocked and has dual sim card and a memory card slots you can use a regular sim size and a micro sim card i find it very nice because if you go to other country you can just bring this phone and use it right away you just need to get a GSM sim card if your here in the US GSM sim card includes t-mobile, AT&T, cricket, straight talk and sprint how cool is that...This phone's support network's 2G and 3G it does not support 4G which is alright with me...This phone has four available color to choose from there is black, gold, pink and white for you to have. It is up to you what color do you like to get. Plus this phone has a built in wifi, blue tooth, tethering and portable hot spots so no need for us to worry on how to connect to the internet if we are on the go..I was amazed with this phone it does exceeds my expectation especially when i tried using the camera it really amazes me how clear and how nice the pictures are plus the volume of this phone is very good I cannot ask for more I am very happy and so glad that i ordered and got this phone for myself...For under a hundred dollar price this phone is a very good bargain for you guys..So far so good, for now i do not have any complains about this product I will totally recommend this product to my friends and family because this phone is real nice...I received this product for free in exchange of my honest and unbiased review. I am not affiliated with this company and having this phone for free did not change or affect my thoughts about this product.",27,$124.99 
B07G3T73J5,Samsung,"Samsung Galaxy Note 9 128GB (Single-SIM) SM-N960F (GSM Only, No CDMA) Factory Unlocked 4G/LTE Smartphone - International Version (Lavender Purple)",,,3," This phone is pretty neat. For the price, it’s impressive – especially because it is unlocked and can be used with any carrier that has a large SIM card. This phone does not support 4G LTE internet, but does support 3G. This only means that the internet is a tad slower than some other phones that support 4G. It operates much like other android/google phones that I have come into contact with. It features a quad core processor, 1GB RAM, a 2.0 megapixel front camera and 5.0 megapixel back camera. It also includes dual flash, one on the front and one on the back which is pretty impressive. Wifi is enabled and it can be run off the wifi at home if there is no SIM card currently available. The back of the phone is very flexible but thin so be careful taking the back off – there is a small piece of tape over the battery connector to make sure the battery is charged before use. There are currently no cases available for the phone so be careful when handling it, overall, I’m very happy with the phone. It does everything that I need it to do and is an affordable alternative to shopping at the store (where its more expensive). It supports many apps, its a mobile hotspot, Youtube, Facebook, emails, messaging, Bluetooth, music, and more!Pros:• Affordability• Functionality (Wifi + Data)• Can be used on most carriers• Huge screen• Front and back flash• Quad core processor• Comes with a screen protector and clear case• Large font optionsCons:• Lack of cases and accessories for the phone• Camera quality could be improved• Support for 4G would be nice• Very slight sound distortion when using speakers all the way up for musicI would definitely repurchase this, it is perfect for my mother who uses her phone at work and to message on Facebook.I received this item for free in exchange for an honest, unbiased, and authentic review. I have thoroughly tested any product I review - I take pride in informing potential customers about the perks and flaws of products. I have no affiliation with the seller and am not obligated to leave a positive review.",1,$549.95 
